Type,SeriesName_1,SeriesName_2,SeriesName_3,SeriesName_4,NameOut_1,NameOut_2,NameOut_3,NameOut_4,Contract_1,Contract_2,Contract_3,Contract_4,YearsBack,ConversionFactor_1,ConversionFactor_2,ConversionFactor_3,ConversionFactor_4,ExpireFlag,LocationOut,UnitsOut
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,F,G,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,G,H,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,H,J,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,J,K,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,K,M,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,M,N,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,N,Q,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,Q,U,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,U,V,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,V,X,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,X,Z,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,Z,F,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,M,Z,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,Z,M,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICEBARM,#ICEBARM,,,NWE_HSFO,NWE_HSFO,,,M,U,,,10,1,1,,,Cash,NWE_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,F,G,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,G,H,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,H,J,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,J,K,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,K,M,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,M,N,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,N,Q,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,Q,U,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,U,V,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,V,X,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,X,Z,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,Z,F,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,M,Z,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,Z,M,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Timing,#ICESYSM,#ICESYSM,,,Sing_HSFO,Sing_HSFO,,,M,U,,,10,1,1,,,Cash,Sing_HSFO,$/MT
Box,#ICEBARM,#ICEBARM,#ICEIM,#ICEIM,NWE_HSFO,NWE_HSFO,BRN,BRN,M,U,M,U,10,0.157480315,0.157480315,1,1,Cash,NWE_HSFO_BRN,$/BBL
Box,#ICESYSM,#ICESYSM,#ICEIM,#ICEIM,Sing_HSFO,Sing_HSFO,BRN,BRN,M,U,M,U,10,0.157480315,0.157480315,1,1,Cash,Sing_HSFO_BRN,$/BBL
Box,#ICERBOM,#ICERBOM,#ICEIM,#ICEIM,USGC_HSFO,USGC_HSFO,BRN,BRN,M,U,M,U,10,1,1,1,1,Cash,USGC_HSFO_BRN,$/BBL
